uav_count,seed,method,outer_complete,inner_complete,discovery_complete,monitoring_complete,total_time,rrbba_triggers,makespan,total_distance,plot_path,comparison_plot,status
8,1,OBLAP,20,20,19,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed1.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed1.png,success
8,1,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed1.png,success
8,2,OBLAP,20,20,19,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed2.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed2.png,success
8,2,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed2.png,success
8,3,OBLAP,18,18,17,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed3.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed3.png,success
8,3,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed3.png,success
8,4,OBLAP,24,24,26,37,38,4,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed4.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed4.png,success
8,4,TSP,,,,,,,38.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed4.png,success
8,5,OBLAP,23,23,22,34,35,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed5.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed5.png,success
8,5,TSP,,,,,,,35.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed5.png,success
8,6,OBLAP,14,14,13,25,26,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed6.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed6.png,success
8,6,TSP,,,,,,,26.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed6.png,success
8,7,OBLAP,24,24,23,34,35,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed7.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed7.png,success
8,7,TSP,,,,,,,35.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed7.png,success
8,8,OBLAP,22,22,21,31,32,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed8.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed8.png,success
8,8,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed8.png,success
8,9,OBLAP,22,22,21,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed9.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed9.png,success
8,9,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed9.png,success
8,10,OBLAP,22,22,21,32,33,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed10.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed10.png,success
8,10,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed10.png,success
8,11,OBLAP,24,24,23,32,33,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed11.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed11.png,success
8,11,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed11.png,success
8,12,OBLAP,24,24,26,35,36,4,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed12.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed12.png,success
8,12,TSP,,,,,,,36.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed12.png,success
8,13,OBLAP,23,23,22,31,32,2,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed13.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed13.png,success
8,13,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed13.png,success
8,14,OBLAP,17,17,16,30,31,3,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed14.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed14.png,success
8,14,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed14.png,success
8,15,OBLAP,17,17,16,27,28,3,,,batch_test_plots_20251227_175001\OBLAP_UAV8_Seed15.png,batch_test_plots_20251227_175001\Comparison_UAV8_Seed15.png,success
8,15,TSP,,,,,,,28.0,,,batch_test_plots_20251227_175001\Comparison_UAV8_Seed15.png,success
9,1,OBLAP,18,18,17,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed1.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed1.png,success
9,1,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed1.png,success
9,2,OBLAP,19,19,18,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed2.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed2.png,success
9,2,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed2.png,success
9,3,OBLAP,16,16,15,26,27,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed3.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed3.png,success
9,3,TSP,,,,,,,27.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed3.png,success
9,4,OBLAP,24,24,23,34,35,5,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed4.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed4.png,success
9,4,TSP,,,,,,,35.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed4.png,success
9,5,OBLAP,23,23,22,31,32,3,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed5.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed5.png,success
9,5,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed5.png,success
9,6,OBLAP,18,18,17,28,29,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed6.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed6.png,success
9,6,TSP,,,,,,,29.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed6.png,success
9,7,OBLAP,22,22,21,32,33,3,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed7.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed7.png,success
9,7,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed7.png,success
9,8,OBLAP,20,20,19,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed8.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed8.png,success
9,8,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed8.png,success
9,9,OBLAP,22,22,21,31,32,3,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed9.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed9.png,success
9,9,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed9.png,success
9,10,OBLAP,21,21,20,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed10.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed10.png,success
9,10,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed10.png,success
9,11,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed11.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed11.png,success
9,11,TSP,,,,,,,34.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed11.png,success
9,12,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed12.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed12.png,success
9,12,TSP,,,,,,,34.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed12.png,success
9,13,OBLAP,21,21,20,28,29,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed13.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed13.png,success
9,13,TSP,,,,,,,29.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed13.png,success
9,14,OBLAP,19,19,18,29,30,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed14.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed14.png,success
9,14,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed14.png,success
9,15,OBLAP,14,14,13,25,26,2,,,batch_test_plots_20251227_175001\OBLAP_UAV9_Seed15.png,batch_test_plots_20251227_175001\Comparison_UAV9_Seed15.png,success
9,15,TSP,,,,,,,26.0,,,batch_test_plots_20251227_175001\Comparison_UAV9_Seed15.png,success
10,1,OBLAP,16,16,15,25,26,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed1.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed1.png,success
10,1,TSP,,,,,,,26.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed1.png,success
10,2,OBLAP,19,19,18,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed2.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed2.png,success
10,2,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed2.png,success
10,3,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed3.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed3.png,success
10,3,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed3.png,success
10,4,OBLAP,23,23,22,32,33,4,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed4.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed4.png,success
10,4,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed4.png,success
10,5,OBLAP,23,23,22,32,33,3,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed5.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed5.png,success
10,5,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed5.png,success
10,6,OBLAP,16,16,15,24,25,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed6.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed6.png,success
10,6,TSP,,,,,,,25.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed6.png,success
10,7,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed7.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed7.png,success
10,7,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed7.png,success
10,8,OBLAP,20,20,19,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed8.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed8.png,success
10,8,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed8.png,success
10,9,OBLAP,22,22,21,32,33,4,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed9.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed9.png,success
10,9,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed9.png,success
10,10,OBLAP,21,21,20,31,32,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed10.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed10.png,success
10,10,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed10.png,success
10,11,OBLAP,24,24,23,33,34,5,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed11.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed11.png,success
10,11,TSP,,,,,,,34.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed11.png,success
10,12,OBLAP,23,23,22,32,33,3,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed12.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed12.png,success
10,12,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed12.png,success
10,13,OBLAP,21,21,20,28,29,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed13.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed13.png,success
10,13,TSP,,,,,,,29.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed13.png,success
10,14,OBLAP,14,14,13,26,27,2,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed14.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed14.png,success
10,14,TSP,,,,,,,27.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed14.png,success
10,15,OBLAP,22,22,21,30,31,4,,,batch_test_plots_20251227_175001\OBLAP_UAV10_Seed15.png,batch_test_plots_20251227_175001\Comparison_UAV10_Seed15.png,success
10,15,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV10_Seed15.png,success
11,1,OBLAP,15,15,14,26,27,3,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed1.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed1.png,success
11,1,TSP,,,,,,,27.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed1.png,success
11,2,OBLAP,19,19,18,30,31,2,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed2.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed2.png,success
11,2,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed2.png,success
11,3,OBLAP,20,20,19,30,31,3,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed3.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed3.png,success
11,3,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed3.png,success
11,4,OBLAP,21,21,20,32,33,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed4.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed4.png,success
11,4,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed4.png,success
11,5,OBLAP,23,23,22,32,33,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed5.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed5.png,success
11,5,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed5.png,success
11,6,OBLAP,15,15,14,25,26,3,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed6.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed6.png,success
11,6,TSP,,,,,,,26.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed6.png,success
11,7,OBLAP,24,24,23,31,32,5,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed7.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed7.png,success
11,7,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed7.png,success
11,8,OBLAP,16,16,15,26,27,2,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed8.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed8.png,success
11,8,TSP,,,,,,,27.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed8.png,success
11,9,OBLAP,22,22,21,31,32,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed9.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed9.png,success
11,9,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed9.png,success
11,10,OBLAP,21,21,20,31,32,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed10.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed10.png,success
11,10,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed10.png,success
11,11,OBLAP,24,24,23,32,33,5,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed11.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed11.png,success
11,11,TSP,,,,,,,33.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed11.png,success
11,12,OBLAP,21,21,20,29,30,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed12.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed12.png,success
11,12,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed12.png,success
11,13,OBLAP,21,21,20,29,30,4,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed13.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed13.png,success
11,13,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed13.png,success
11,14,OBLAP,14,14,13,26,27,2,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed14.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed14.png,success
11,14,TSP,,,,,,,27.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed14.png,success
11,15,OBLAP,20,20,19,29,30,3,,,batch_test_plots_20251227_175001\OBLAP_UAV11_Seed15.png,batch_test_plots_20251227_175001\Comparison_UAV11_Seed15.png,success
11,15,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV11_Seed15.png,success
12,1,OBLAP,15,15,14,24,25,2,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed1.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed1.png,success
12,1,TSP,,,,,,,25.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed1.png,success
12,2,OBLAP,19,19,18,29,30,4,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed2.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed2.png,success
12,2,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed2.png,success
12,3,OBLAP,20,20,19,29,30,3,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed3.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed3.png,success
12,3,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed3.png,success
12,4,OBLAP,20,20,19,29,30,4,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed4.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed4.png,success
12,4,TSP,,,,,,,30.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed4.png,success
12,5,OBLAP,23,23,22,30,31,6,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed5.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed5.png,success
12,5,TSP,,,,,,,31.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed5.png,success
12,6,OBLAP,15,15,14,22,23,2,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed6.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed6.png,success
12,6,TSP,,,,,,,23.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed6.png,success
12,7,OBLAP,24,24,23,31,32,6,,,batch_test_plots_20251227_175001\OBLAP_UAV12_Seed7.png,batch_test_plots_20251227_175001\Comparison_UAV12_Seed7.png,success
12,7,TSP,,,,,,,32.0,,,batch_test_plots_20251227_175001\Comparison_UAV12_Seed7.png,success
